Unnamed: 0,pump
248 days 15:30:00,7.88
248 days 15:45:00,7.31
248 days 16:00:00,7.57
248 days 16:15:00,7.48
248 days 16:30:00,8.46
248 days 16:45:00,8.18
248 days 17:00:00,8.76
248 days 17:15:00,8.12
248 days 17:30:00,9.51
248 days 17:45:00,8.65
248 days 18:00:00,7.04
248 days 18:15:00,6.45
248 days 18:30:00,6.49
248 days 18:45:00,5.35
248 days 19:00:00,4.93
248 days 19:15:00,4.5
248 days 19:30:00,4.58
248 days 19:45:00,5.12
248 days 20:00:00,5.05
248 days 20:15:00,5.05
248 days 20:30:00,3.98
248 days 20:45:00,3.82
248 days 21:00:00,3.58
248 days 21:15:00,2.84
248 days 21:30:00,2.44
248 days 21:45:00,1.95
248 days 22:00:00,1.66
248 days 22:15:00,1.63
248 days 22:30:00,1.37
248 days 22:45:00,1.33
248 days 23:00:00,1.12
248 days 23:15:00,1.11
248 days 23:30:00,2.38
248 days 23:45:00,1.69
249 days 00:00:00,1.05
249 days 00:15:00,1.1
249 days 00:30:00,0.89
249 days 00:45:00,0.88
249 days 01:00:00,1.16
249 days 01:15:00,0.89
249 days 01:30:00,0.97
249 days 01:45:00,0.95
249 days 02:00:00,0.99
249 days 02:15:00,1.17
249 days 02:30:00,1.59
249 days 02:45:00,1.66
249 days 03:00:00,2.05
249 days 03:15:00,2.72
249 days 03:30:00,3.2
249 days 03:45:00,4.09
249 days 04:00:00,5.12
249 days 04:15:00,5.83
249 days 04:30:00,7.33
249 days 04:45:00,6.79
249 days 05:00:00,7.42
249 days 05:15:00,7.45
249 days 05:30:00,7.23
249 days 05:45:00,7.12
249 days 06:00:00,7.21
249 days 06:15:00,6.01
249 days 06:30:00,6.2
249 days 06:45:00,5.51
249 days 07:00:00,5.35
249 days 07:15:00,6.06
249 days 07:30:00,4.97
249 days 07:45:00,5.71
249 days 08:00:00,5.17
249 days 08:15:00,4.98
249 days 08:30:00,4.83
249 days 08:45:00,4.75
249 days 09:00:00,4.49
249 days 09:15:00,3.91
249 days 09:30:00,3.95
249 days 09:45:00,4.55
249 days 10:00:00,4.14
249 days 10:15:00,4.27
249 days 10:30:00,3.74
249 days 10:45:00,4.07
249 days 11:00:00,4.13
249 days 11:15:00,3.74
249 days 11:30:00,4.54
249 days 11:45:00,3.82
249 days 12:00:00,4.09
249 days 12:15:00,3.76
249 days 12:30:00,4.17
249 days 12:45:00,4.34
249 days 13:00:00,5.08
249 days 13:15:00,4.7
249 days 13:30:00,4.88
249 days 13:45:00,4.69
249 days 14:00:00,4.59
249 days 14:15:00,5.42
249 days 14:30:00,4.7
249 days 14:45:00,4.74
249 days 15:00:00,5.35
249 days 15:15:00,5.62
249 days 15:30:00,5.42
249 days 15:45:00,5.26
249 days 16:00:00,5.67
249 days 16:15:00,5.68
249 days 16:30:00,6.16
249 days 16:45:00,5.98
249 days 17:00:00,5.85
249 days 17:15:00,5.56
249 days 17:30:00,6.0
249 days 17:45:00,6.46
249 days 18:00:00,6.33
249 days 18:15:00,6.46
249 days 18:30:00,5.46
249 days 18:45:00,5.85
249 days 19:00:00,5.65
249 days 19:15:00,4.69
249 days 19:30:00,4.58
249 days 19:45:00,5.06
249 days 20:00:00,4.19
249 days 20:15:00,3.97
249 days 20:30:00,3.67
249 days 20:45:00,3.49
249 days 21:00:00,3.57
249 days 21:15:00,3.3
249 days 21:30:00,2.39
249 days 21:45:00,2.12
249 days 22:00:00,1.78
249 days 22:15:00,1.5
249 days 22:30:00,1.48
249 days 22:45:00,1.26
249 days 23:00:00,0.9
249 days 23:15:00,0.88
249 days 23:30:00,1.05
249 days 23:45:00,0.85
250 days 00:00:00,1.09
250 days 00:15:00,0.96
250 days 00:30:00,0.85
250 days 00:45:00,0.78
250 days 01:00:00,0.85
250 days 01:15:00,0.87
250 days 01:30:00,0.87
250 days 01:45:00,0.91
250 days 02:00:00,1.05
250 days 02:15:00,1.24
250 days 02:30:00,1.3
250 days 02:45:00,1.91
250 days 03:00:00,2.07
250 days 03:15:00,2.6
250 days 03:30:00,3.17
250 days 03:45:00,3.86
250 days 04:00:00,5.14
250 days 04:15:00,5.81
250 days 04:30:00,6.7
250 days 04:45:00,7.03
250 days 05:00:00,6.88
250 days 05:15:00,5.97
250 days 05:30:00,6.18
250 days 05:45:00,6.48
250 days 06:00:00,5.51
250 days 06:15:00,6.67
250 days 06:30:00,6.01
250 days 06:45:00,5.3
250 days 07:00:00,5.14
250 days 07:15:00,5.23
250 days 07:30:00,5.32
250 days 07:45:00,5.56
250 days 08:00:00,5.49
250 days 08:15:00,4.61
250 days 08:30:00,4.24
250 days 08:45:00,4.35
250 days 09:00:00,4.6
250 days 09:15:00,4.45
250 days 09:30:00,4.58
250 days 09:45:00,3.88
250 days 10:00:00,3.93
250 days 10:15:00,4.37
250 days 10:30:00,3.79
250 days 10:45:00,3.72
250 days 11:00:00,3.95
250 days 11:15:00,3.87
250 days 11:30:00,4.02
250 days 11:45:00,3.84
250 days 12:00:00,3.74
250 days 12:15:00,3.88
250 days 12:30:00,3.96
250 days 12:45:00,3.75
250 days 13:00:00,4.13
250 days 13:15:00,4.33
250 days 13:30:00,4.04
250 days 13:45:00,3.61
250 days 14:00:00,4.33
250 days 14:15:00,5.04
250 days 14:30:00,4.77
250 days 14:45:00,3.99
250 days 15:00:00,4.32
250 days 15:15:00,4.81
250 days 15:30:00,5.63
250 days 15:45:00,5.83
250 days 16:00:00,5.83
250 days 16:15:00,5.72
250 days 16:30:00,5.1
250 days 16:45:00,4.98
250 days 17:00:00,5.42
250 days 17:15:00,6.18
250 days 17:30:00,5.23
250 days 17:45:00,5.21
250 days 18:00:00,5.07
250 days 18:15:00,5.03
250 days 18:30:00,4.31
250 days 18:45:00,4.39
250 days 19:00:00,5.02
250 days 19:15:00,4.49
250 days 19:30:00,4.21
250 days 19:45:00,4.44
250 days 20:00:00,4.56
250 days 20:15:00,3.75
250 days 20:30:00,3.6
250 days 20:45:00,3.6
250 days 21:00:00,3.53
250 days 21:15:00,3.35
250 days 21:30:00,2.52
250 days 21:45:00,2.21
250 days 22:00:00,1.88
250 days 22:15:00,1.67
250 days 22:30:00,1.61
250 days 22:45:00,1.42
250 days 23:00:00,1.76
250 days 23:15:00,1.28
250 days 23:30:00,0.95
250 days 23:45:00,1.0
251 days 00:00:00,0.99
251 days 00:15:00,1.04
251 days 00:30:00,0.9
251 days 00:45:00,0.77
251 days 01:00:00,0.89
251 days 01:15:00,0.88
251 days 01:30:00,0.77
251 days 01:45:00,0.81
251 days 02:00:00,0.9
251 days 02:15:00,1.24
251 days 02:30:00,1.39
251 days 02:45:00,1.41
251 days 03:00:00,2.2
251 days 03:15:00,2.04
251 days 03:30:00,3.05
251 days 03:45:00,3.5
251 days 04:00:00,4.64
251 days 04:15:00,6.16
251 days 04:30:00,6.4
251 days 04:45:00,6.85
251 days 05:00:00,7.31
251 days 05:15:00,6.18
251 days 05:30:00,6.64
251 days 05:45:00,6.35
251 days 06:00:00,6.39
251 days 06:15:00,5.91
251 days 06:30:00,5.94
251 days 06:45:00,5.46
251 days 07:00:00,5.37
251 days 07:15:00,5.79
251 days 07:30:00,5.4
251 days 07:45:00,5.2
251 days 08:00:00,5.36
251 days 08:15:00,5.41
251 days 08:30:00,4.89
251 days 08:45:00,4.78
251 days 09:00:00,4.81
251 days 09:15:00,4.09
251 days 09:30:00,4.26
251 days 09:45:00,4.06
251 days 10:00:00,4.36
251 days 10:15:00,4.52
251 days 10:30:00,4.36
251 days 10:45:00,4.55
251 days 11:00:00,4.84
251 days 11:15:00,4.33
251 days 11:30:00,4.36
251 days 11:45:00,4.38
251 days 12:00:00,4.46
251 days 12:15:00,4.84
251 days 12:30:00,5.39
251 days 12:45:00,5.12
251 days 13:00:00,4.26
251 days 13:15:00,4.34
251 days 13:30:00,4.45
251 days 13:45:00,4.12
251 days 14:00:00,4.59
251 days 14:15:00,4.67
251 days 14:30:00,4.83
251 days 14:45:00,4.14
251 days 15:00:00,4.64
251 days 15:15:00,5.05
251 days 15:30:00,4.87
251 days 15:45:00,4.7
251 days 16:00:00,5.28
251 days 16:15:00,5.19
251 days 16:30:00,5.35
251 days 16:45:00,5.41
251 days 17:00:00,6.19
251 days 17:15:00,6.22
251 days 17:30:00,6.37
251 days 17:45:00,5.62
251 days 18:00:00,7.25
251 days 18:15:00,4.89
251 days 18:30:00,4.75
251 days 18:45:00,4.12
251 days 19:00:00,4.09
251 days 19:15:00,4.43
251 days 19:30:00,4.05
251 days 19:45:00,3.95
251 days 20:00:00,3.49
251 days 20:15:00,3.64
251 days 20:30:00,3.39
251 days 20:45:00,3.08
251 days 21:00:00,2.99
251 days 21:15:00,3.01
251 days 21:30:00,2.68
251 days 21:45:00,2.64
251 days 22:00:00,2.43
251 days 22:15:00,2.17
251 days 22:30:00,2.09
251 days 22:45:00,1.67
251 days 23:00:00,1.49
251 days 23:15:00,1.41
251 days 23:30:00,1.34
251 days 23:45:00,1.45
252 days 00:00:00,1.44
252 days 00:15:00,1.39
252 days 00:30:00,1.1
252 days 00:45:00,1.14
252 days 01:00:00,1.11
252 days 01:15:00,1.01
252 days 01:30:00,1.01
252 days 01:45:00,0.83
252 days 02:00:00,0.88
252 days 02:15:00,1.04
252 days 02:30:00,0.88
252 days 02:45:00,1.06
252 days 03:00:00,1.33
252 days 03:15:00,1.36
252 days 03:30:00,1.65
252 days 03:45:00,1.85
252 days 04:00:00,1.89
252 days 04:15:00,2.08
252 days 04:30:00,2.59
252 days 04:45:00,2.81
252 days 05:00:00,3.82
252 days 05:15:00,4.91
252 days 05:30:00,4.44
252 days 05:45:00,5.48
252 days 06:00:00,5.58
252 days 06:15:00,6.15
252 days 06:30:00,6.98
252 days 06:45:00,6.72
252 days 07:00:00,6.79
252 days 07:15:00,7.1
252 days 07:30:00,7.53
252 days 07:45:00,7.6
252 days 08:00:00,8.19
252 days 08:15:00,7.89
252 days 08:30:00,7.49
252 days 08:45:00,7.51
252 days 09:00:00,7.28
252 days 09:15:00,6.85
252 days 09:30:00,6.64
252 days 09:45:00,6.72
252 days 10:00:00,7.37
252 days 10:15:00,6.93
252 days 10:30:00,6.7
252 days 10:45:00,6.43
252 days 11:00:00,6.32
252 days 11:15:00,6.39
252 days 11:30:00,5.72
252 days 11:45:00,6.09
252 days 12:00:00,5.7
252 days 12:15:00,5.76
252 days 12:30:00,5.55
252 days 12:45:00,5.23
252 days 13:00:00,5.24
252 days 13:15:00,4.89
252 days 13:30:00,4.89
252 days 13:45:00,5.25
252 days 14:00:00,5.82
252 days 14:15:00,5.72
252 days 14:30:00,5.41
252 days 14:45:00,5.1
252 days 15:00:00,5.56
252 days 15:15:00,5.86
252 days 15:30:00,5.66
252 days 15:45:00,5.57
252 days 16:00:00,5.13
252 days 16:15:00,5.36
252 days 16:30:00,5.25
252 days 16:45:00,5.23
252 days 17:00:00,4.73
252 days 17:15:00,5.37
252 days 17:30:00,5.11
252 days 17:45:00,4.65
252 days 18:00:00,4.67
252 days 18:15:00,5.14
252 days 18:30:00,4.47
252 days 18:45:00,3.57
252 days 19:00:00,3.96
252 days 19:15:00,3.26
252 days 19:30:00,3.33
252 days 19:45:00,3.93
252 days 20:00:00,3.98
252 days 20:15:00,3.8
252 days 20:30:00,3.24
252 days 20:45:00,3.26
252 days 21:00:00,2.74
252 days 21:15:00,3.28
252 days 21:30:00,2.74
252 days 21:45:00,2.79
252 days 22:00:00,2.54
252 days 22:15:00,2.11
252 days 22:30:00,1.72
252 days 22:45:00,1.75
252 days 23:00:00,1.65
252 days 23:15:00,1.43
252 days 23:30:00,1.45
252 days 23:45:00,1.19
253 days 00:00:00,1.39
253 days 00:15:00,1.24
253 days 00:30:00,0.9
253 days 00:45:00,0.99
253 days 01:00:00,1.03
253 days 01:15:00,0.99
253 days 01:30:00,1.1
253 days 01:45:00,0.87
253 days 02:00:00,1.11
253 days 02:15:00,1.11
253 days 02:30:00,0.84
253 days 02:45:00,1.0
253 days 03:00:00,0.91
253 days 03:15:00,1.09
253 days 03:30:00,1.34
253 days 03:45:00,1.52
253 days 04:00:00,1.41
253 days 04:15:00,1.39
253 days 04:30:00,1.59
253 days 04:45:00,2.1
253 days 05:00:00,3.05
253 days 05:15:00,2.91
253 days 05:30:00,3.76
253 days 05:45:00,4.1
253 days 06:00:00,4.85
253 days 06:15:00,5.21
253 days 06:30:00,6.34
253 days 06:45:00,6.78
253 days 07:00:00,6.65
253 days 07:15:00,6.87
253 days 07:30:00,7.91
253 days 07:45:00,7.63
253 days 08:00:00,7.65
253 days 08:15:00,7.67
253 days 08:30:00,7.04
253 days 08:45:00,7.57
253 days 09:00:00,7.82
253 days 09:15:00,7.23
253 days 09:30:00,6.94
253 days 09:45:00,6.57
253 days 10:00:00,6.03
253 days 10:15:00,6.56
253 days 10:30:00,6.74
253 days 10:45:00,5.98
253 days 11:00:00,5.74
253 days 11:15:00,6.37
253 days 11:30:00,6.2
253 days 11:45:00,5.76
253 days 12:00:00,5.96
253 days 12:15:00,6.01
253 days 12:30:00,5.82
253 days 12:45:00,5.34
253 days 13:00:00,4.56
253 days 13:15:00,5.08
253 days 13:30:00,4.66
253 days 13:45:00,5.63
253 days 14:00:00,5.03
253 days 14:15:00,4.88
253 days 14:30:00,5.02
253 days 14:45:00,5.71
253 days 15:00:00,6.02
253 days 15:15:00,6.63
253 days 15:30:00,6.36
253 days 15:45:00,5.43
253 days 16:00:00,6.73
253 days 16:15:00,5.93
253 days 16:30:00,5.97
253 days 16:45:00,6.89
253 days 17:00:00,7.97
253 days 17:15:00,7.2
253 days 17:30:00,6.56
253 days 17:45:00,7.17
253 days 18:00:00,6.41
253 days 18:15:00,5.92
253 days 18:30:00,4.98
253 days 18:45:00,5.1
253 days 19:00:00,4.74
253 days 19:15:00,4.39
253 days 19:30:00,4.81
253 days 19:45:00,5.86
253 days 20:00:00,4.49
253 days 20:15:00,4.09
253 days 20:30:00,3.75
253 days 20:45:00,3.19
253 days 21:00:00,2.68
253 days 21:15:00,2.89
253 days 21:30:00,2.32
253 days 21:45:00,2.39
253 days 22:00:00,1.82
253 days 22:15:00,1.44
253 days 22:30:00,1.43
253 days 22:45:00,1.28
253 days 23:00:00,1.25
253 days 23:15:00,1.2
253 days 23:30:00,1.03
253 days 23:45:00,1.03
254 days 00:00:00,1.06
254 days 00:15:00,1.1
254 days 00:30:00,0.82
254 days 00:45:00,0.81
254 days 01:00:00,0.9
254 days 01:15:00,0.97
254 days 01:30:00,0.94
254 days 01:45:00,0.98
254 days 02:00:00,1.06
254 days 02:15:00,1.16
254 days 02:30:00,1.43
254 days 02:45:00,1.39
254 days 03:00:00,2.26
254 days 03:15:00,2.4
254 days 03:30:00,3.3
254 days 03:45:00,3.87
254 days 04:00:00,4.97
254 days 04:15:00,6.05
254 days 04:30:00,6.82
254 days 04:45:00,6.83
254 days 05:00:00,6.84
254 days 05:15:00,6.98
254 days 05:30:00,7.26
254 days 05:45:00,7.13
254 days 06:00:00,6.15
254 days 06:15:00,6.56
254 days 06:30:00,6.14
254 days 06:45:00,5.85
254 days 07:00:00,6.29
254 days 07:15:00,5.98
254 days 07:30:00,6.29
254 days 07:45:00,5.87
254 days 08:00:00,5.32
254 days 08:15:00,5.35
254 days 08:30:00,5.21
254 days 08:45:00,5.27
254 days 09:00:00,4.57
254 days 09:15:00,4.96
254 days 09:30:00,4.64
254 days 09:45:00,4.47
254 days 10:00:00,4.78
254 days 10:15:00,4.43
254 days 10:30:00,4.48
254 days 10:45:00,4.5
254 days 11:00:00,4.34
254 days 11:15:00,4.77
254 days 11:30:00,4.4
254 days 11:45:00,4.24
254 days 12:00:00,4.11
254 days 12:15:00,4.27
254 days 12:30:00,4.71
254 days 12:45:00,4.61
254 days 13:00:00,4.43
254 days 13:15:00,3.77
254 days 13:30:00,4.27
254 days 13:45:00,4.32
254 days 14:00:00,4.5
254 days 14:15:00,4.63
254 days 14:30:00,4.61
254 days 14:45:00,4.57
254 days 15:00:00,5.32
254 days 15:15:00,5.43
254 days 15:30:00,5.05
254 days 15:45:00,5.14
254 days 16:00:00,5.86
254 days 16:15:00,5.35
254 days 16:30:00,5.32
254 days 16:45:00,6.64
254 days 17:00:00,5.69
254 days 17:15:00,6.13
254 days 17:30:00,5.87
254 days 17:45:00,6.5
254 days 18:00:00,6.36
254 days 18:15:00,5.76
254 days 18:30:00,5.15
254 days 18:45:00,4.7
254 days 19:00:00,5.07
254 days 19:15:00,4.34
254 days 19:30:00,4.09
254 days 19:45:00,4.56
254 days 20:00:00,3.99
254 days 20:15:00,4.09
254 days 20:30:00,3.37
254 days 20:45:00,3.16
254 days 21:00:00,2.94
254 days 21:15:00,2.74
254 days 21:30:00,2.41
254 days 21:45:00,1.82
254 days 22:00:00,1.81
254 days 22:15:00,1.56
254 days 22:30:00,1.29
254 days 22:45:00,1.15
254 days 23:00:00,1.17
254 days 23:15:00,1.09
254 days 23:30:00,0.98
254 days 23:45:00,0.92
255 days 00:00:00,1.12
255 days 00:15:00,1.04
255 days 00:30:00,0.89
255 days 00:45:00,0.77
255 days 01:00:00,0.96
255 days 01:15:00,0.85
255 days 01:30:00,0.91
255 days 01:45:00,1.0
255 days 02:00:00,1.05
255 days 02:15:00,1.05
255 days 02:30:00,1.52
255 days 02:45:00,1.87
255 days 03:00:00,1.96
255 days 03:15:00,2.22
255 days 03:30:00,2.62
255 days 03:45:00,3.74
255 days 04:00:00,5.06
255 days 04:15:00,5.8
255 days 04:30:00,6.55
255 days 04:45:00,6.29
255 days 05:00:00,6.35
255 days 05:15:00,6.55
255 days 05:30:00,6.2
255 days 05:45:00,6.41
255 days 06:00:00,6.47
255 days 06:15:00,5.92
255 days 06:30:00,5.59
255 days 06:45:00,5.07
255 days 07:00:00,5.35
255 days 07:15:00,5.5
255 days 07:30:00,5.71
255 days 07:45:00,5.83
255 days 08:00:00,5.44
255 days 08:15:00,4.79
255 days 08:30:00,4.76
255 days 08:45:00,4.48
255 days 09:00:00,4.56
255 days 09:15:00,4.23
255 days 09:30:00,4.56
255 days 09:45:00,4.53
255 days 10:00:00,4.62
255 days 10:15:00,4.73
255 days 10:30:00,4.24
255 days 10:45:00,4.16
255 days 11:00:00,3.93
255 days 11:15:00,4.2
255 days 11:30:00,4.17
255 days 11:45:00,3.86
255 days 12:00:00,4.06
255 days 12:15:00,3.7
255 days 12:30:00,3.78
255 days 12:45:00,4.21
255 days 13:00:00,4.21
255 days 13:15:00,4.25
255 days 13:30:00,4.03
255 days 13:45:00,3.86
255 days 14:00:00,4.21
255 days 14:15:00,4.49
255 days 14:30:00,4.35
255 days 14:45:00,4.24
255 days 15:00:00,4.64
255 days 15:15:00,4.98
255 days 15:30:00,5.49
255 days 15:45:00,5.17
255 days 16:00:00,4.93
255 days 16:15:00,5.93
255 days 16:30:00,6.67
255 days 16:45:00,6.47
255 days 17:00:00,6.36
255 days 17:15:00,7.64
255 days 17:30:00,6.79
255 days 17:45:00,6.73
255 days 18:00:00,5.77
255 days 18:15:00,5.31
255 days 18:30:00,5.18
255 days 18:45:00,4.94
255 days 19:00:00,4.89
255 days 19:15:00,4.03
255 days 19:30:00,4.11
255 days 19:45:00,4.48
255 days 20:00:00,4.05
255 days 20:15:00,3.93
255 days 20:30:00,3.43
255 days 20:45:00,3.11
255 days 21:00:00,3.5
255 days 21:15:00,2.76
255 days 21:30:00,2.18
255 days 21:45:00,1.98
255 days 22:00:00,1.94
255 days 22:15:00,1.53
255 days 22:30:00,1.35
255 days 22:45:00,1.31
255 days 23:00:00,0.87
255 days 23:15:00,1.2
255 days 23:30:00,0.94
255 days 23:45:00,0.8
256 days 00:00:00,1.03
256 days 00:15:00,0.9
256 days 00:30:00,0.88
256 days 00:45:00,0.9
256 days 01:00:00,0.85
256 days 01:15:00,0.68
256 days 01:30:00,0.81
256 days 01:45:00,0.83
256 days 02:00:00,1.14
256 days 02:15:00,1.33
256 days 02:30:00,1.34
256 days 02:45:00,1.65
256 days 03:00:00,2.45
256 days 03:15:00,2.55
256 days 03:30:00,2.86
256 days 03:45:00,3.56
256 days 04:00:00,4.45
256 days 04:15:00,5.65
256 days 04:30:00,6.16
256 days 04:45:00,7.0
256 days 05:00:00,7.53
256 days 05:15:00,6.0
256 days 05:30:00,6.19
256 days 05:45:00,6.35
256 days 06:00:00,6.47
256 days 06:15:00,5.21
256 days 06:30:00,5.72
256 days 06:45:00,5.06
256 days 07:00:00,5.24
256 days 07:15:00,5.37
256 days 07:30:00,4.81
256 days 07:45:00,4.79
256 days 08:00:00,5.08
256 days 08:15:00,4.96
256 days 08:30:00,4.46
256 days 08:45:00,4.65
256 days 09:00:00,3.95
256 days 09:15:00,4.51
256 days 09:30:00,3.82
256 days 09:45:00,3.96
256 days 10:00:00,4.41
256 days 10:15:00,4.5
256 days 10:30:00,4.4
256 days 10:45:00,4.56
256 days 11:00:00,4.13
256 days 11:15:00,3.92
256 days 11:30:00,4.05
256 days 11:45:00,3.48
256 days 12:00:00,3.8
256 days 12:15:00,3.67
256 days 12:30:00,3.69
256 days 12:45:00,3.55
256 days 13:00:00,3.98
256 days 13:15:00,4.73
256 days 13:30:00,4.43
256 days 13:45:00,4.79
256 days 14:00:00,5.12
256 days 14:15:00,4.24
256 days 14:30:00,5.33
256 days 14:45:00,4.64
256 days 15:00:00,5.06
256 days 15:15:00,5.28
256 days 15:30:00,5.42
256 days 15:45:00,5.52
256 days 16:00:00,5.43
256 days 16:15:00,5.94
256 days 16:30:00,5.93
256 days 16:45:00,5.38
256 days 17:00:00,5.35
256 days 17:15:00,6.0
256 days 17:30:00,5.84
256 days 17:45:00,5.81
256 days 18:00:00,5.68
256 days 18:15:00,5.7
256 days 18:30:00,5.39
256 days 18:45:00,5.05
256 days 19:00:00,4.44
256 days 19:15:00,4.36
256 days 19:30:00,3.7
256 days 19:45:00,5.15
256 days 20:00:00,3.41
256 days 20:15:00,3.69
256 days 20:30:00,3.41
256 days 20:45:00,3.47
256 days 21:00:00,3.77
256 days 21:15:00,2.99
256 days 21:30:00,2.23
256 days 21:45:00,2.12
256 days 22:00:00,1.62
256 days 22:15:00,1.57
256 days 22:30:00,1.62
256 days 22:45:00,1.36
256 days 23:00:00,1.28
256 days 23:15:00,1.14
256 days 23:30:00,1.17
256 days 23:45:00,1.06
257 days 00:00:00,1.07
257 days 00:15:00,1.02
257 days 00:30:00,0.93
257 days 00:45:00,0.96
257 days 01:00:00,1.02
257 days 01:15:00,1.1
257 days 01:30:00,0.83
257 days 01:45:00,0.92
257 days 02:00:00,1.16
257 days 02:15:00,1.09
257 days 02:30:00,1.46
257 days 02:45:00,1.51
257 days 03:00:00,2.04
257 days 03:15:00,2.09
257 days 03:30:00,2.79
257 days 03:45:00,3.4
257 days 04:00:00,4.69
257 days 04:15:00,6.01
257 days 04:30:00,7.16
257 days 04:45:00,6.68
257 days 05:00:00,7.29
257 days 05:15:00,6.76
257 days 05:30:00,6.61
257 days 05:45:00,6.27
257 days 06:00:00,5.55
257 days 06:15:00,5.58
257 days 06:30:00,6.04
257 days 06:45:00,5.35
257 days 07:00:00,5.7
257 days 07:15:00,5.92
257 days 07:30:00,6.0
257 days 07:45:00,5.53
257 days 08:00:00,5.49
257 days 08:15:00,4.84
257 days 08:30:00,5.01
257 days 08:45:00,4.3
257 days 09:00:00,4.59
257 days 09:15:00,3.99
257 days 09:30:00,4.25
257 days 09:45:00,4.68
257 days 10:00:00,4.05
257 days 10:15:00,3.84
257 days 10:30:00,3.99
257 days 10:45:00,4.23
257 days 11:00:00,4.11
257 days 11:15:00,4.09
257 days 11:30:00,3.96
257 days 11:45:00,3.82
257 days 12:00:00,4.13
257 days 12:15:00,4.54
257 days 12:30:00,4.94
257 days 12:45:00,3.97
257 days 13:00:00,4.53
257 days 13:15:00,4.38
257 days 13:30:00,3.93
257 days 13:45:00,3.8
257 days 14:00:00,4.25
257 days 14:15:00,4.32
257 days 14:30:00,4.93
257 days 14:45:00,4.71
257 days 15:00:00,4.84
257 days 15:15:00,5.08
257 days 15:30:00,4.81
257 days 15:45:00,5.48
257 days 16:00:00,5.2
257 days 16:15:00,5.26
257 days 16:30:00,6.18
257 days 16:45:00,5.4
257 days 17:00:00,5.98
257 days 17:15:00,6.8
257 days 17:30:00,5.88
257 days 17:45:00,6.02
257 days 18:00:00,5.7
257 days 18:15:00,6.16
257 days 18:30:00,5.36
257 days 18:45:00,4.64
257 days 19:00:00,4.02
257 days 19:15:00,4.55
257 days 19:30:00,4.66
257 days 19:45:00,5.52
257 days 20:00:00,4.46
257 days 20:15:00,4.1
257 days 20:30:00,4.01
257 days 20:45:00,3.25
257 days 21:00:00,2.89
257 days 21:15:00,2.97
257 days 21:30:00,2.39
257 days 21:45:00,2.08
257 days 22:00:00,1.66
257 days 22:15:00,1.57
257 days 22:30:00,1.31
257 days 22:45:00,1.19
257 days 23:00:00,1.31
257 days 23:15:00,1.0
257 days 23:30:00,1.11
257 days 23:45:00,1.12
258 days 00:00:00,1.0
258 days 00:15:00,0.85
258 days 00:30:00,0.75
258 days 00:45:00,0.84
258 days 01:00:00,0.93
258 days 01:15:00,0.94
258 days 01:30:00,0.91
258 days 01:45:00,0.9
258 days 02:00:00,1.09
258 days 02:15:00,1.1
258 days 02:30:00,1.61
258 days 02:45:00,1.69
258 days 03:00:00,2.27
258 days 03:15:00,2.12
258 days 03:30:00,2.49
258 days 03:45:00,3.29
258 days 04:00:00,4.22
258 days 04:15:00,5.76
258 days 04:30:00,6.32
258 days 04:45:00,6.69
258 days 05:00:00,7.21
258 days 05:15:00,6.61
258 days 05:30:00,6.21
258 days 05:45:00,7.3
258 days 06:00:00,6.02
258 days 06:15:00,6.4
258 days 06:30:00,5.92
258 days 06:45:00,5.97
258 days 07:00:00,5.82
258 days 07:15:00,5.26
258 days 07:30:00,5.15
258 days 07:45:00,5.3
258 days 08:00:00,5.32
258 days 08:15:00,5.26
258 days 08:30:00,5.12
258 days 08:45:00,5.76
258 days 09:00:00,4.52
258 days 09:15:00,4.62
258 days 09:30:00,4.7
258 days 09:45:00,4.52
258 days 10:00:00,4.74
258 days 10:15:00,4.3
258 days 10:30:00,4.42
258 days 10:45:00,4.8
258 days 11:00:00,4.71
258 days 11:15:00,4.52
258 days 11:30:00,4.8
258 days 11:45:00,4.76
258 days 12:00:00,4.64
258 days 12:15:00,5.16
258 days 12:30:00,4.8
258 days 12:45:00,4.93
258 days 13:00:00,4.9
258 days 13:15:00,4.78
258 days 13:30:00,5.0
258 days 13:45:00,5.04
258 days 14:00:00,4.74
258 days 14:15:00,4.76
258 days 14:30:00,5.51
258 days 14:45:00,4.74
258 days 15:00:00,5.7
258 days 15:15:00,5.31
258 days 15:30:00,5.24
258 days 15:45:00,5.45
258 days 16:00:00,5.19
258 days 16:15:00,5.38
258 days 16:30:00,5.13
258 days 16:45:00,5.82
258 days 17:00:00,5.99
258 days 17:15:00,5.94
258 days 17:30:00,5.53
258 days 17:45:00,5.55
258 days 18:00:00,5.34
258 days 18:15:00,5.57
258 days 18:30:00,4.67
258 days 18:45:00,4.11
258 days 19:00:00,3.66
258 days 19:15:00,3.74
258 days 19:30:00,3.63
258 days 19:45:00,4.15
258 days 20:00:00,4.31
258 days 20:15:00,3.91
258 days 20:30:00,3.25
258 days 20:45:00,3.09
258 days 21:00:00,3.2
258 days 21:15:00,3.07
258 days 21:30:00,2.88
258 days 21:45:00,2.44
258 days 22:00:00,1.93
258 days 22:15:00,1.71
258 days 22:30:00,1.75
258 days 22:45:00,1.65
258 days 23:00:00,1.41
258 days 23:15:00,1.26
258 days 23:30:00,1.07
258 days 23:45:00,1.04
259 days 00:00:00,1.34
259 days 00:15:00,1.31
259 days 00:30:00,1.1
259 days 00:45:00,0.93
259 days 01:00:00,0.84
