Unnamed: 0,p1,p3,p2
134 days 23:45:00,103.66,113.32,41.65
135 days 00:00:00,103.66,113.32,41.63
135 days 00:15:00,103.66,113.31,41.61
135 days 00:30:00,103.66,113.32,41.65
135 days 00:45:00,103.66,113.32,41.65
135 days 01:00:00,103.66,113.32,41.65
135 days 01:15:00,103.66,113.32,41.64
135 days 01:30:00,103.66,113.32,41.65
135 days 01:45:00,103.66,113.32,41.65
135 days 02:00:00,103.66,113.32,41.64
135 days 02:15:00,103.66,113.32,41.63
135 days 02:30:00,103.66,113.32,41.6
135 days 02:45:00,103.66,113.32,41.61
135 days 03:00:00,103.66,113.31,41.53
135 days 03:15:00,103.66,113.32,41.5
135 days 03:30:00,103.65,113.31,41.47
135 days 03:45:00,103.65,113.3,41.44
135 days 04:00:00,103.64,113.28,41.2
135 days 04:15:00,103.63,113.26,40.86
135 days 04:30:00,103.63,113.22,40.61
135 days 04:45:00,103.62,113.26,40.78
135 days 05:00:00,103.63,113.21,40.57
135 days 05:15:00,103.63,113.24,40.75
135 days 05:30:00,103.63,113.23,40.85
135 days 05:45:00,103.64,113.27,40.99
135 days 06:00:00,103.63,113.27,40.96
135 days 06:15:00,103.63,113.25,41.03
135 days 06:30:00,103.63,113.28,41.09
135 days 06:45:00,103.64,113.29,41.19
135 days 07:00:00,103.64,113.29,41.07
135 days 07:15:00,103.64,113.29,41.04
135 days 07:30:00,103.64,113.26,41.12
135 days 07:45:00,103.64,113.26,41.07
135 days 08:00:00,103.64,113.29,41.27
135 days 08:15:00,103.65,113.3,41.31
135 days 08:30:00,103.65,113.3,41.32
135 days 08:45:00,103.64,113.31,41.27
135 days 09:00:00,103.65,113.31,41.34
135 days 09:15:00,103.65,113.3,41.34
135 days 09:30:00,103.65,113.29,41.37
135 days 09:45:00,103.65,113.31,41.44
135 days 10:00:00,103.65,113.3,41.4
135 days 10:15:00,103.65,113.31,41.34
135 days 10:30:00,103.64,113.31,41.27
135 days 10:45:00,103.65,113.3,41.31
135 days 11:00:00,103.65,113.29,41.33
135 days 11:15:00,103.65,113.3,41.35
135 days 11:30:00,103.65,113.29,41.28
135 days 11:45:00,103.65,113.3,41.29
135 days 12:00:00,103.65,113.3,41.34
135 days 12:15:00,103.65,113.31,41.42
135 days 12:30:00,103.65,113.31,41.41
135 days 12:45:00,103.65,113.3,41.32
135 days 13:00:00,103.65,113.31,41.34
135 days 13:15:00,103.64,113.31,41.31
135 days 13:30:00,103.65,113.3,41.31
135 days 13:45:00,103.65,113.3,41.35
135 days 14:00:00,103.64,113.3,41.4
135 days 14:15:00,103.65,113.31,41.41
135 days 14:30:00,103.64,113.3,41.37
135 days 14:45:00,103.65,113.24,41.27
135 days 15:00:00,103.64,113.25,41.08
135 days 15:15:00,103.64,113.3,41.26
135 days 15:30:00,103.64,113.29,41.27
135 days 15:45:00,103.64,113.27,41.21
135 days 16:00:00,103.65,113.29,41.27
135 days 16:15:00,103.65,113.26,41.17
135 days 16:30:00,103.64,113.29,41.2
135 days 16:45:00,103.64,113.28,41.2
135 days 17:00:00,103.64,113.28,41.2
135 days 17:15:00,103.64,113.28,41.17
135 days 17:30:00,103.64,113.28,41.16
135 days 17:45:00,103.64,113.29,41.28
135 days 18:00:00,103.64,113.29,41.29
135 days 18:15:00,103.64,113.29,41.29
135 days 18:30:00,103.65,113.29,41.35
135 days 18:45:00,103.65,113.29,41.28
135 days 19:00:00,103.65,113.3,41.39
135 days 19:15:00,103.65,113.3,41.34
135 days 19:30:00,103.65,113.3,41.32
135 days 19:45:00,103.65,113.31,41.37
135 days 20:00:00,103.65,113.31,41.38
135 days 20:15:00,103.65,113.3,41.36
135 days 20:30:00,103.65,113.31,41.41
135 days 20:45:00,103.65,113.29,41.39
135 days 21:00:00,103.65,113.31,41.48
135 days 21:15:00,103.66,113.31,41.52
135 days 21:30:00,103.66,113.32,41.49
135 days 21:45:00,103.66,113.31,41.54
135 days 22:00:00,103.66,113.32,41.59
135 days 22:15:00,103.66,113.32,41.6
135 days 22:30:00,103.66,113.32,41.62
135 days 22:45:00,103.66,113.32,41.64
135 days 23:00:00,103.66,113.32,41.63
135 days 23:15:00,103.66,113.32,41.65
135 days 23:30:00,103.66,113.32,41.67
135 days 23:45:00,103.66,113.32,41.67
136 days 00:00:00,103.66,113.32,41.66
136 days 00:15:00,103.66,113.32,41.66
136 days 00:30:00,103.66,113.32,41.65
136 days 00:45:00,103.66,113.32,41.67
136 days 01:00:00,103.66,113.32,41.67
136 days 01:15:00,103.66,113.32,41.67
136 days 01:30:00,103.66,113.32,41.66
136 days 01:45:00,103.66,113.32,41.67
136 days 02:00:00,103.66,113.32,41.65
136 days 02:15:00,103.66,113.32,41.64
136 days 02:30:00,103.66,113.32,41.61
136 days 02:45:00,103.66,113.32,41.63
136 days 03:00:00,103.66,113.32,41.59
136 days 03:15:00,103.66,113.32,41.56
136 days 03:30:00,103.65,113.32,41.47
136 days 03:45:00,103.65,113.31,41.43
136 days 04:00:00,103.64,113.28,41.28
136 days 04:15:00,103.64,113.29,41.05
136 days 04:30:00,103.64,113.28,41.11
136 days 04:45:00,103.64,113.28,41.06
136 days 05:00:00,103.63,113.25,40.99
136 days 05:15:00,103.63,113.29,41.1
136 days 05:30:00,103.63,113.28,41.04
136 days 05:45:00,103.64,113.29,41.04
136 days 06:00:00,103.64,113.26,40.88
136 days 06:15:00,103.64,113.24,41.01
136 days 06:30:00,103.64,113.27,41.14
136 days 06:45:00,103.64,113.27,41.04
136 days 07:00:00,103.63,113.3,41.24
136 days 07:15:00,103.63,113.29,41.13
136 days 07:30:00,103.64,113.28,41.15
136 days 07:45:00,103.64,113.29,41.27
136 days 08:00:00,103.64,113.28,41.18
136 days 08:15:00,103.64,113.29,41.16
136 days 08:30:00,103.65,113.3,41.23
136 days 08:45:00,103.64,113.31,41.28
136 days 09:00:00,103.65,113.29,41.32
136 days 09:15:00,103.65,113.28,41.34
136 days 09:30:00,103.65,113.29,41.32
136 days 09:45:00,103.65,113.3,41.35
136 days 10:00:00,103.65,113.3,41.32
136 days 10:15:00,103.65,113.3,41.4
136 days 10:30:00,103.65,113.31,41.38
136 days 10:45:00,103.65,113.3,41.32
136 days 11:00:00,103.65,113.3,41.37
136 days 11:15:00,103.65,113.3,41.31
136 days 11:30:00,103.65,113.3,41.39
136 days 11:45:00,103.65,113.3,41.43
136 days 12:00:00,103.65,113.3,41.37
136 days 12:15:00,103.65,113.29,41.34
136 days 12:30:00,103.65,113.29,41.39
136 days 12:45:00,103.65,113.3,41.42
136 days 13:00:00,103.65,113.31,41.38
136 days 13:15:00,103.65,113.3,41.42
136 days 13:30:00,103.65,113.3,41.4
136 days 13:45:00,103.65,113.31,41.42
136 days 14:00:00,103.65,113.31,41.35
136 days 14:15:00,103.64,113.31,41.25
136 days 14:30:00,103.65,113.31,41.35
136 days 14:45:00,103.65,113.3,41.35
136 days 15:00:00,103.64,113.29,41.28
136 days 15:15:00,103.64,113.28,41.24
136 days 15:30:00,103.64,113.27,41.19
136 days 15:45:00,103.65,113.3,41.26
136 days 16:00:00,103.65,113.27,41.14
136 days 16:15:00,103.64,113.28,41.12
136 days 16:30:00,103.64,113.29,41.09
136 days 16:45:00,103.64,113.28,41.04
136 days 17:00:00,103.64,113.29,41.16
136 days 17:15:00,103.63,113.23,40.92
136 days 17:30:00,103.64,113.26,41.08
136 days 17:45:00,103.64,113.28,41.07
136 days 18:00:00,103.64,113.26,41.02
136 days 18:15:00,103.64,113.28,41.16
136 days 18:30:00,103.64,113.29,41.18
136 days 18:45:00,103.64,113.24,41.17
136 days 19:00:00,103.64,113.28,41.22
136 days 19:15:00,103.65,113.29,41.24
136 days 19:30:00,103.65,113.3,41.28
136 days 19:45:00,103.64,113.29,41.15
136 days 20:00:00,103.64,113.3,41.28
136 days 20:15:00,103.65,113.3,41.35
136 days 20:30:00,103.64,113.29,41.3
136 days 20:45:00,103.65,113.29,41.37
136 days 21:00:00,103.66,113.31,41.46
136 days 21:15:00,103.66,113.31,41.52
136 days 21:30:00,103.66,113.32,41.51
136 days 21:45:00,103.66,113.31,41.57
136 days 22:00:00,103.66,113.32,41.59
136 days 22:15:00,103.66,113.32,41.61
136 days 22:30:00,103.66,113.32,41.62
136 days 22:45:00,103.66,113.32,41.64
136 days 23:00:00,103.66,113.32,41.65
136 days 23:15:00,103.66,113.32,41.65
136 days 23:30:00,103.66,113.32,41.65
136 days 23:45:00,103.66,113.32,41.66
137 days 00:00:00,103.66,113.32,41.65
137 days 00:15:00,103.66,113.32,41.65
137 days 00:30:00,103.66,113.32,41.66
137 days 00:45:00,103.66,113.32,41.66
137 days 01:00:00,103.66,113.32,41.65
137 days 01:15:00,103.66,113.32,41.67
137 days 01:30:00,103.66,113.32,41.66
137 days 01:45:00,103.66,113.32,41.66
137 days 02:00:00,103.66,113.32,41.66
137 days 02:15:00,103.66,113.32,41.65
137 days 02:30:00,103.66,113.32,41.62
137 days 02:45:00,103.66,113.32,41.61
137 days 03:00:00,103.66,113.32,41.53
137 days 03:15:00,103.66,113.32,41.51
137 days 03:30:00,103.65,113.32,41.45
137 days 03:45:00,103.65,113.31,41.47
137 days 04:00:00,103.64,113.26,41.19
137 days 04:15:00,103.64,113.27,41.06
137 days 04:30:00,103.64,113.28,41.0
137 days 04:45:00,103.64,113.26,40.93
137 days 05:00:00,103.63,113.29,40.87
137 days 05:15:00,103.64,113.26,40.81
137 days 05:30:00,103.63,113.27,40.92
137 days 05:45:00,103.63,113.25,40.95
137 days 06:00:00,103.63,113.29,40.99
137 days 06:15:00,103.64,113.28,40.93
137 days 06:30:00,103.63,113.29,41.08
137 days 06:45:00,103.63,113.28,40.94
137 days 07:00:00,103.64,113.28,41.12
137 days 07:15:00,103.63,113.25,41.0
137 days 07:30:00,103.64,113.28,41.01
137 days 07:45:00,103.64,113.28,41.11
137 days 08:00:00,103.64,113.27,41.16
137 days 08:15:00,103.64,113.27,41.22
137 days 08:30:00,103.64,113.28,41.28
137 days 08:45:00,103.65,113.29,41.21
137 days 09:00:00,103.65,113.28,41.24
137 days 09:15:00,103.65,113.29,41.29
137 days 09:30:00,103.65,113.29,41.28
137 days 09:45:00,103.65,113.29,41.32
137 days 10:00:00,103.65,113.3,41.36
137 days 10:15:00,103.64,113.29,41.23
137 days 10:30:00,103.64,113.3,41.26
137 days 10:45:00,103.64,113.29,41.31
137 days 11:00:00,103.64,113.3,41.3
137 days 11:15:00,103.65,113.28,41.29
137 days 11:30:00,103.64,113.29,41.33
137 days 11:45:00,103.64,113.3,41.33
137 days 12:00:00,103.65,113.3,41.33
137 days 12:15:00,103.64,113.28,41.26
137 days 12:30:00,103.64,113.28,41.26
137 days 12:45:00,103.64,113.3,41.28
137 days 13:00:00,103.64,113.3,41.24
137 days 13:15:00,103.64,113.29,41.26
137 days 13:30:00,103.64,113.28,41.24
137 days 13:45:00,103.64,113.24,41.12
137 days 14:00:00,103.65,113.25,41.07
137 days 14:15:00,103.64,113.28,41.1
137 days 14:30:00,103.64,113.23,40.97
137 days 14:45:00,103.63,113.24,40.99
137 days 15:00:00,103.64,113.26,41.13
137 days 15:15:00,103.64,113.26,41.1
137 days 15:30:00,103.62,113.2,40.79
137 days 15:45:00,103.64,113.24,40.87
137 days 16:00:00,103.63,113.21,40.76
137 days 16:15:00,103.62,113.21,40.78
137 days 16:30:00,103.63,113.27,41.03
137 days 16:45:00,103.63,113.27,40.92
137 days 17:00:00,103.63,113.29,40.98
137 days 17:15:00,103.63,113.25,40.81
137 days 17:30:00,103.64,113.24,40.84
137 days 17:45:00,103.64,113.23,40.94
137 days 18:00:00,103.63,113.22,40.89
137 days 18:15:00,103.64,113.25,40.89
137 days 18:30:00,103.64,113.28,41.14
137 days 18:45:00,103.64,113.27,41.05
137 days 19:00:00,103.64,113.28,41.24
137 days 19:15:00,103.64,113.28,41.14
137 days 19:30:00,103.64,113.27,41.17
137 days 19:45:00,103.63,113.28,41.02
137 days 20:00:00,103.64,113.28,41.17
137 days 20:15:00,103.65,113.29,41.32
137 days 20:30:00,103.65,113.28,41.26
137 days 20:45:00,103.65,113.3,41.44
137 days 21:00:00,103.66,113.28,41.36
137 days 21:15:00,103.66,113.3,41.49
137 days 21:30:00,103.66,113.31,41.47
137 days 21:45:00,103.66,113.31,41.58
137 days 22:00:00,103.66,113.31,41.53
137 days 22:15:00,103.66,113.31,41.58
137 days 22:30:00,103.66,113.32,41.61
137 days 22:45:00,103.66,113.32,41.62
137 days 23:00:00,103.66,113.32,41.64
137 days 23:15:00,103.66,113.32,41.63
137 days 23:30:00,103.66,113.32,41.66
137 days 23:45:00,103.66,113.32,41.66
138 days 00:00:00,103.66,113.32,41.65
138 days 00:15:00,103.66,113.32,41.65
138 days 00:30:00,103.66,113.32,41.65
138 days 00:45:00,103.66,113.32,41.66
138 days 01:00:00,103.66,113.32,41.65
138 days 01:15:00,103.66,113.32,41.66
138 days 01:30:00,103.66,113.32,41.66
138 days 01:45:00,103.66,113.32,41.66
138 days 02:00:00,103.66,113.32,41.65
138 days 02:15:00,103.66,113.32,41.64
138 days 02:30:00,103.66,113.32,41.62
138 days 02:45:00,103.66,113.32,41.6
138 days 03:00:00,103.66,113.32,41.55
138 days 03:15:00,103.65,113.32,41.5
138 days 03:30:00,103.65,113.31,41.47
138 days 03:45:00,103.65,113.29,41.41
138 days 04:00:00,103.64,113.28,41.25
138 days 04:15:00,103.64,113.26,41.03
138 days 04:30:00,103.63,113.25,40.8
138 days 04:45:00,103.63,113.22,40.74
138 days 05:00:00,103.63,113.23,40.53
138 days 05:15:00,103.63,113.27,40.86
138 days 05:30:00,103.63,113.28,41.01
138 days 05:45:00,103.63,113.26,41.05
138 days 06:00:00,103.64,113.25,40.97
138 days 06:15:00,103.64,113.25,41.11
138 days 06:30:00,103.64,113.27,41.06
138 days 06:45:00,103.64,113.3,41.11
138 days 07:00:00,103.64,113.29,41.04
138 days 07:15:00,103.64,113.26,41.02
138 days 07:30:00,103.64,113.28,41.07
138 days 07:45:00,103.64,113.27,41.07
138 days 08:00:00,103.64,113.25,41.18
138 days 08:15:00,103.64,113.27,41.15
138 days 08:30:00,103.64,113.29,41.14
138 days 08:45:00,103.64,113.26,41.22
138 days 09:00:00,103.64,113.26,41.22
138 days 09:15:00,103.64,113.27,41.23
138 days 09:30:00,103.65,113.27,41.32
138 days 09:45:00,103.65,113.28,41.28
138 days 10:00:00,103.64,113.29,41.32
138 days 10:15:00,103.64,113.29,41.3
138 days 10:30:00,103.64,113.29,41.32
138 days 10:45:00,103.64,113.3,41.23
138 days 11:00:00,103.64,113.29,41.29
138 days 11:15:00,103.65,113.28,41.29
138 days 11:30:00,103.65,113.29,41.28
138 days 11:45:00,103.65,113.31,41.41
138 days 12:00:00,103.65,113.31,41.35
138 days 12:15:00,103.65,113.26,41.27
138 days 12:30:00,103.65,113.27,41.23
138 days 12:45:00,103.65,113.27,41.3
138 days 13:00:00,103.65,113.25,41.18
138 days 13:15:00,103.65,113.28,41.33
138 days 13:30:00,103.65,113.29,41.32
138 days 13:45:00,103.65,113.29,41.37
138 days 14:00:00,103.65,113.3,41.4
138 days 14:15:00,103.65,113.3,41.34
138 days 14:30:00,103.65,113.3,41.34
138 days 14:45:00,103.64,113.3,41.33
138 days 15:00:00,103.64,113.29,41.22
138 days 15:15:00,103.64,113.28,41.2
138 days 15:30:00,103.64,113.27,41.1
138 days 15:45:00,103.64,113.29,41.2
138 days 16:00:00,103.64,113.26,41.14
138 days 16:15:00,103.64,113.28,41.16
138 days 16:30:00,103.64,113.28,41.21
138 days 16:45:00,103.64,113.3,41.21
138 days 17:00:00,103.64,113.27,41.13
138 days 17:15:00,103.64,113.3,41.17
138 days 17:30:00,103.64,113.29,41.24
138 days 17:45:00,103.64,113.28,41.23
138 days 18:00:00,103.64,113.26,41.15
138 days 18:15:00,103.64,113.26,41.15
138 days 18:30:00,103.65,113.28,41.21
138 days 18:45:00,103.65,113.27,41.23
138 days 19:00:00,103.65,113.27,41.3
138 days 19:15:00,103.65,113.3,41.33
138 days 19:30:00,103.65,113.31,41.33
138 days 19:45:00,103.64,113.31,41.16
138 days 20:00:00,103.64,113.28,41.19
138 days 20:15:00,103.65,113.29,41.32
138 days 20:30:00,103.65,113.29,41.37
138 days 20:45:00,103.65,113.3,41.45
138 days 21:00:00,103.65,113.31,41.43
138 days 21:15:00,103.66,113.31,41.51
138 days 21:30:00,103.66,113.31,41.51
138 days 21:45:00,103.66,113.31,41.55
138 days 22:00:00,103.66,113.32,41.61
138 days 22:15:00,103.66,113.32,41.62
138 days 22:30:00,103.66,113.32,41.61
138 days 22:45:00,103.66,113.32,41.62
138 days 23:00:00,103.66,113.32,41.64
138 days 23:15:00,103.66,113.32,41.65
138 days 23:30:00,103.66,113.32,41.65
138 days 23:45:00,103.66,113.32,41.65
139 days 00:00:00,103.66,113.32,41.65
139 days 00:15:00,103.66,113.32,41.65
139 days 00:30:00,103.66,113.32,41.65
139 days 00:45:00,103.66,113.32,41.66
139 days 01:00:00,103.66,113.32,41.66
139 days 01:15:00,103.66,113.32,41.66
139 days 01:30:00,103.66,113.32,41.66
139 days 01:45:00,103.66,113.32,41.65
139 days 02:00:00,103.66,113.32,41.65
139 days 02:15:00,103.66,113.32,41.63
139 days 02:30:00,103.66,113.32,41.62
139 days 02:45:00,103.66,113.31,41.59
139 days 03:00:00,103.66,113.32,41.56
139 days 03:15:00,103.66,113.32,41.52
139 days 03:30:00,103.66,113.31,41.46
139 days 03:45:00,103.65,113.31,41.46
139 days 04:00:00,103.64,113.31,41.27
139 days 04:15:00,103.64,113.29,41.08
139 days 04:30:00,103.64,113.29,41.07
139 days 04:45:00,103.64,113.25,40.95
139 days 05:00:00,103.63,113.22,40.66
139 days 05:15:00,103.63,113.27,40.9
139 days 05:30:00,103.63,113.28,40.89
139 days 05:45:00,103.63,113.28,41.01
139 days 06:00:00,103.64,113.28,41.01
139 days 06:15:00,103.64,113.24,40.95
139 days 06:30:00,103.63,113.28,41.02
139 days 06:45:00,103.64,113.26,41.01
139 days 07:00:00,103.64,113.25,41.1
139 days 07:15:00,103.64,113.3,41.13
139 days 07:30:00,103.64,113.26,41.05
139 days 07:45:00,103.64,113.28,41.18
139 days 08:00:00,103.64,113.25,41.1
139 days 08:15:00,103.63,113.28,41.08
139 days 08:30:00,103.64,113.29,41.19
139 days 08:45:00,103.64,113.3,41.21
139 days 09:00:00,103.65,113.28,41.31
139 days 09:15:00,103.65,113.28,41.29
139 days 09:30:00,103.65,113.3,41.32
139 days 09:45:00,103.65,113.28,41.3
139 days 10:00:00,103.65,113.29,41.34
139 days 10:15:00,103.65,113.29,41.34
139 days 10:30:00,103.65,113.31,41.4
139 days 10:45:00,103.65,113.29,41.36
139 days 11:00:00,103.65,113.26,41.25
139 days 11:15:00,103.64,113.26,41.25
139 days 11:30:00,103.65,113.27,41.31
139 days 11:45:00,103.65,113.28,41.31
139 days 12:00:00,103.65,113.29,41.32
139 days 12:15:00,103.65,113.28,41.26
139 days 12:30:00,103.65,113.28,41.28
139 days 12:45:00,103.64,113.27,41.2
139 days 13:00:00,103.65,113.23,41.09
139 days 13:15:00,103.64,113.28,41.21
139 days 13:30:00,103.65,113.3,41.33
139 days 13:45:00,103.65,113.3,41.2
139 days 14:00:00,103.65,113.29,41.27
139 days 14:15:00,103.65,113.3,41.32
139 days 14:30:00,103.65,113.3,41.24
139 days 14:45:00,103.65,113.26,41.15
139 days 15:00:00,103.64,113.23,40.99
139 days 15:15:00,103.64,113.25,41.12
139 days 15:30:00,103.64,113.25,41.09
139 days 15:45:00,103.64,113.24,41.02
139 days 16:00:00,103.64,113.25,41.04
139 days 16:15:00,103.64,113.29,41.09
139 days 16:30:00,103.64,113.28,41.12
139 days 16:45:00,103.64,113.28,41.24
139 days 17:00:00,103.64,113.28,41.11
139 days 17:15:00,103.64,113.25,41.11
139 days 17:30:00,103.64,113.29,41.2
139 days 17:45:00,103.65,113.28,41.19
139 days 18:00:00,103.65,113.23,41.1
139 days 18:15:00,103.64,113.27,41.22
139 days 18:30:00,103.65,113.29,41.29
139 days 18:45:00,103.65,113.3,41.42
139 days 19:00:00,103.65,113.3,41.31
139 days 19:15:00,103.64,113.29,41.29
139 days 19:30:00,103.65,113.31,41.41
139 days 19:45:00,103.65,113.3,41.36
139 days 20:00:00,103.65,113.3,41.33
139 days 20:15:00,103.65,113.3,41.39
139 days 20:30:00,103.65,113.31,41.47
139 days 20:45:00,103.65,113.31,41.47
139 days 21:00:00,103.65,113.3,41.43
139 days 21:15:00,103.65,113.31,41.48
139 days 21:30:00,103.66,113.31,41.53
139 days 21:45:00,103.66,113.31,41.53
139 days 22:00:00,103.66,113.31,41.52
139 days 22:15:00,103.66,113.31,41.55
139 days 22:30:00,103.66,113.32,41.58
139 days 22:45:00,103.66,113.31,41.6
139 days 23:00:00,103.66,113.32,41.62
139 days 23:15:00,103.66,113.32,41.62
139 days 23:30:00,103.66,113.32,41.63
139 days 23:45:00,103.66,113.32,41.64
140 days 00:00:00,103.66,113.32,41.64
140 days 00:15:00,103.66,113.32,41.64
140 days 00:30:00,103.66,113.32,41.66
140 days 00:45:00,103.66,113.32,41.66
140 days 01:00:00,103.66,113.32,41.66
140 days 01:15:00,103.66,113.32,41.66
140 days 01:30:00,103.66,113.32,41.66
140 days 01:45:00,103.66,113.32,41.66
140 days 02:00:00,103.66,113.32,41.66
140 days 02:15:00,103.66,113.32,41.65
140 days 02:30:00,103.66,113.32,41.65
140 days 02:45:00,103.66,113.32,41.63
140 days 03:00:00,103.66,113.32,41.65
140 days 03:15:00,103.66,113.32,41.63
140 days 03:30:00,103.66,113.31,41.62
140 days 03:45:00,103.66,113.31,41.61
140 days 04:00:00,103.66,113.31,41.62
140 days 04:15:00,103.66,113.31,41.59
140 days 04:30:00,103.66,113.31,41.55
140 days 04:45:00,103.65,113.31,41.49
140 days 05:00:00,103.65,113.29,41.36
140 days 05:15:00,103.65,113.29,41.24
140 days 05:30:00,103.65,113.28,41.24
140 days 05:45:00,103.64,113.28,41.14
140 days 06:00:00,103.64,113.28,41.13
140 days 06:15:00,103.63,113.28,40.82
140 days 06:30:00,103.63,113.27,40.88
140 days 06:45:00,103.63,113.27,40.98
140 days 07:00:00,103.63,113.23,40.8
140 days 07:15:00,103.62,113.24,40.67
140 days 07:30:00,103.61,113.25,40.69
140 days 07:45:00,103.62,113.26,40.6
140 days 08:00:00,103.62,113.25,40.71
140 days 08:15:00,103.62,113.23,40.8
140 days 08:30:00,103.63,113.26,40.95
140 days 08:45:00,103.62,113.26,40.71
140 days 09:00:00,103.62,113.26,40.85
140 days 09:15:00,103.63,113.28,41.09
140 days 09:30:00,103.63,113.28,40.97
140 days 09:45:00,103.63,113.28,41.06
140 days 10:00:00,103.63,113.28,41.05
140 days 10:15:00,103.63,113.29,41.15
140 days 10:30:00,103.64,113.29,41.12
140 days 10:45:00,103.64,113.28,41.1
140 days 11:00:00,103.64,113.29,41.14
140 days 11:15:00,103.64,113.28,41.13
140 days 11:30:00,103.64,113.27,41.26
140 days 11:45:00,103.64,113.29,41.24
140 days 12:00:00,103.64,113.3,41.18
140 days 12:15:00,103.64,113.29,41.21
140 days 12:30:00,103.64,113.3,41.21
140 days 12:45:00,103.64,113.28,41.15
140 days 13:00:00,103.64,113.28,41.26
140 days 13:15:00,103.64,113.29,41.19
140 days 13:30:00,103.64,113.29,41.32
140 days 13:45:00,103.64,113.31,41.21
140 days 14:00:00,103.64,113.3,41.27
140 days 14:15:00,103.64,113.3,41.4
140 days 14:30:00,103.64,113.29,41.34
140 days 14:45:00,103.64,113.29,41.27
140 days 15:00:00,103.64,113.29,41.21
140 days 15:15:00,103.64,113.26,41.15
140 days 15:30:00,103.64,113.27,41.2
140 days 15:45:00,103.64,113.24,41.17
140 days 16:00:00,103.64,113.26,41.25
140 days 16:15:00,103.64,113.26,41.21
140 days 16:30:00,103.64,113.26,41.18
140 days 16:45:00,103.64,113.27,41.13
140 days 17:00:00,103.64,113.25,41.13
140 days 17:15:00,103.64,113.26,41.19
140 days 17:30:00,103.64,113.25,41.11
140 days 17:45:00,103.64,113.27,41.2
140 days 18:00:00,103.64,113.28,41.19
140 days 18:15:00,103.65,113.28,41.28
140 days 18:30:00,103.65,113.29,41.3
140 days 18:45:00,103.65,113.26,41.25
140 days 19:00:00,103.65,113.3,41.36
140 days 19:15:00,103.65,113.28,41.31
140 days 19:30:00,103.65,113.29,41.25
140 days 19:45:00,103.65,113.3,41.32
140 days 20:00:00,103.65,113.28,41.29
140 days 20:15:00,103.65,113.29,41.42
140 days 20:30:00,103.65,113.31,41.48
140 days 20:45:00,103.65,113.29,41.35
140 days 21:00:00,103.65,113.29,41.42
140 days 21:15:00,103.65,113.3,41.47
140 days 21:30:00,103.65,113.29,41.44
140 days 21:45:00,103.66,113.28,41.43
140 days 22:00:00,103.66,113.31,41.54
140 days 22:15:00,103.66,113.31,41.58
140 days 22:30:00,103.66,113.31,41.56
140 days 22:45:00,103.66,113.31,41.55
140 days 23:00:00,103.66,113.31,41.6
140 days 23:15:00,103.66,113.31,41.61
140 days 23:30:00,103.66,113.32,41.63
140 days 23:45:00,103.66,113.32,41.63
141 days 00:00:00,103.66,113.32,41.63
141 days 00:15:00,103.66,113.32,41.61
141 days 00:30:00,103.66,113.32,41.65
141 days 00:45:00,103.66,113.32,41.65
141 days 01:00:00,103.66,113.31,41.63
141 days 01:15:00,103.66,113.31,41.63
141 days 01:30:00,103.66,113.32,41.64
141 days 01:45:00,103.66,113.32,41.65
141 days 02:00:00,103.66,113.32,41.64
141 days 02:15:00,103.66,113.32,41.65
141 days 02:30:00,103.66,113.32,41.65
141 days 02:45:00,103.66,113.32,41.64
141 days 03:00:00,103.66,113.32,41.6
141 days 03:15:00,103.66,113.32,41.6
141 days 03:30:00,103.66,113.32,41.61
141 days 03:45:00,103.66,113.32,41.62
141 days 04:00:00,103.66,113.31,41.59
141 days 04:15:00,103.66,113.31,41.6
141 days 04:30:00,103.66,113.31,41.57
141 days 04:45:00,103.66,113.31,41.53
141 days 05:00:00,103.65,113.31,41.46
141 days 05:15:00,103.65,113.3,41.39
141 days 05:30:00,103.65,113.31,41.38
141 days 05:45:00,103.65,113.29,41.28
141 days 06:00:00,103.64,113.28,41.2
141 days 06:15:00,103.64,113.28,41.0
141 days 06:30:00,103.63,113.26,41.01
141 days 06:45:00,103.62,113.25,40.73
141 days 07:00:00,103.62,113.24,40.66
141 days 07:15:00,103.63,113.24,40.76
141 days 07:30:00,103.63,113.24,40.74
141 days 07:45:00,103.63,113.23,40.79
141 days 08:00:00,103.63,113.23,40.75
141 days 08:15:00,103.63,113.23,40.46
141 days 08:30:00,103.63,113.19,40.65
141 days 08:45:00,103.62,113.21,40.69
141 days 09:00:00,103.62,113.23,40.69
141 days 09:15:00,103.62,113.25,40.88
141 days 09:30:00,103.63,113.23,40.89
141 days 09:45:00,103.63,113.27,41.05
141 days 10:00:00,103.64,113.27,41.11
141 days 10:15:00,103.63,113.26,40.81
141 days 10:30:00,103.63,113.26,40.91
141 days 10:45:00,103.63,113.27,40.9
141 days 11:00:00,103.63,113.25,40.94
141 days 11:15:00,103.63,113.25,40.97
141 days 11:30:00,103.64,113.27,41.12
141 days 11:45:00,103.63,113.26,40.98
141 days 12:00:00,103.64,113.19,40.82
141 days 12:15:00,103.63,113.24,40.9
141 days 12:30:00,103.64,113.25,41.01
141 days 12:45:00,103.64,113.25,41.14
141 days 13:00:00,103.64,113.26,41.21
141 days 13:15:00,103.64,113.26,41.23
141 days 13:30:00,103.64,113.28,41.27
141 days 13:45:00,103.65,113.23,41.12
141 days 14:00:00,103.64,113.2,41.06
141 days 14:15:00,103.64,113.25,41.17
